record_id,redcap_survey_identifier,vp_code,vl_name,color_vision,vorbereitende_fragen_complete,allgemeiner_fragebogen_timestamp,age,gender,edu,job,state,allgemeiner_fragebogen_complete,panas_timestamp,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,panas_complete,flexer_scale_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_scale_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,bfi2_timestamp,bfi2_01,bfi2_02,bfi2_03,bfi2_04,bfi2_05,bfi2_06,bfi2_07,bfi2_08,bfi2_09,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,bfi2_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,phq9_timestamp,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_9,phq9_complete,follow_up_icersv_timestamp,nachb_001,nachb_001_inhalt,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,follow_up_icersv_complete,estroop_csv,er_csv,experimentor_notes,files_icersv_complete
EO4T10,,EO4T10,LL,,2,"2024-10-25 10:30:57",20,2,3,Studentin,0,2,"2024-10-25 10:32:47",3,4,4,4,4,2,4,2,1,4,3,4,4,4,3,4,2,3,5,2,2,"2024-10-25 10:34:07",3,2,3,3,2,2,3,2,1,3,2,"2024-10-25 10:35:15",6,2,5,1,3,1,5,3,5,4,2,"2024-10-25 10:39:14",4,5,4,1,1,2,5,3,2,4,2,1,1,5,3,2,1,1,4,5,2,2,3,1,3,2,5,2,1,4,2,4,4,5,5,2,2,3,4,3,3,2,4,3,2,3,2,4,1,1,4,5,4,4,2,4,5,4,3,2,2,"2024-10-25 10:41:11",0," -1"," -1"," +2"," +2"," +1",0," +1"," -2"," +1"," -2"," +2"," -2"," -2"," -2"," -2",2,"2024-10-25 10:41:43",1,1,2,2,2,2,"2024-10-25 10:43:56",3,2,1,1,2,4,3,1,2,2,2,3,3,1,1,1,3,1,2,2,1,3,1,2,1,2,3,2,2,2,2,"2024-10-25 10:45:01",2,4,3,2,4,2,5,4,3,4,3,5,4,2,"2024-10-25 10:46:12",2,2,2,3,3,2,3,2,4,2,2,"2024-10-25 10:46:58",2,3,3,3,3,3,2,1,1,2,"2024-10-25 11:33:57",0,,0,,1,,"Weil es mich am meisten ""abgelenkt"" bzw. runtergefahren hat",0,,0,,,,2,EO4T10_2024-10-25_10h33.55.160.csv,EO4T10_ER.csv,"keine Vorkommnisse",2
F05N06,,F05N06,KC,1,2,"2024-11-05 08:33:44",21,2,3,Studium,0,2,"2024-11-05 08:38:44",4,2,3,4,1,3,1,1,1,3,3,2,3,2,4,2,4,3,2,2,2,"2024-11-05 08:40:17",2,2,3,2,2,2,2,2,2,2,2,"2024-11-05 08:42:15",6,2,6,2,5,2,6,6,4,5,2,"2024-11-05 08:47:29",4,5,4,4,3,3,5,3,4,5,2,2,4,2,4,3,2,3,2,5,2,1,4,3,2,1,4,2,3,2,4,4,4,3,3,3,2,3,2,4,4,2,4,4,2,4,1,2,4,3,4,4,3,2,2,4,4,2,2,3,2,"2024-11-05 08:49:48"," +1"," +2"," +2"," -2"," +2"," -1"," -1"," -1"," -1",0,0," -1",0,0," -2"," -1",2,"2024-11-05 08:50:20",4,3,4,3,4,2,"2024-11-05 08:53:00",4,1,1,3,1,2,3,4,3,3,2,3,2,1,2,1,1,2,3,2,1,2,1,3,1,2,1,2,3,4,2,"2024-11-05 08:54:13",3,3,4,1,4,3,4,3,3,3,4,2,2,2,"2024-11-05 08:55:30",3,2,3,4,3,3,3,3,2,3,2,"2024-11-05 08:56:13",1,0,1,1,0,0,0,0,0,2,"2024-11-05 09:49:25",0,,1,"zu Beginn gab es keine emotionalen Bilder",1,,"ich hatte das Gefühl, dass ich bei dieser Strategie am wenigsten Anstrengung brauche und mich eher auf mich selbst als auf die gezeigten Bilder konzentriere, dadurch habe ich sie nicht so stark emotional wahrgenommen wie bei den anderen Strategien",0,,0,,,,2,F05N06_2024-11-05_08h21.22.505.csv,F05N06_ER.csv,keine,2
F07R06,,F07R06,MS,1,2,"2024-11-05 10:17:47",19,2,3,"Studentin ",0,2,"2024-11-05 10:19:20",4,2,3,3,3,5,1,4,1,4,5,4,3,1,4,3,5,4,1,2,2,"2024-11-05 10:21:22",2,3,2,2,1,2,1,2,2,1,2,"2024-11-05 10:23:00",7,2,7,2,6,2,5,7,5,7,2,"2024-11-05 10:27:20",4,5,1,3,5,5,4,1,4,3,4,3,4,2,4,3,2,5,2,2,4,2,1,5,4,1,4,1,3,2,2,3,5,5,2,3,2,4,2,4,4,3,4,4,2,5,3,2,3,4,2,4,5,1,2,4,3,1,2,4,2,"2024-11-05 10:30:06"," +1"," +3"," +1"," -3"," +1"," -1",0," -1"," -2"," -1"," +1"," -2",0," -1"," -2"," -2",2,"2024-11-05 10:30:30",4,4,4,3,4,2,"2024-11-05 10:33:02",4,1,2,1,1,2,4,4,4,4,3,4,2,1,2,1,2,2,2,3,1,3,2,1,1,2,1,1,3,4,2,"2024-11-05 10:33:49",4,3,5,2,2,4,2,5,5,2,5,2,2,2,"2024-11-05 10:35:05",4,4,4,4,2,3,2,3,1,4,2,"2024-11-05 10:35:53",1,0,0,1,0,1,1,0,0,2,"2024-11-05 11:23:56",0,,0,,1,,"Hat für mich am besten funktioniert ",0,,1,Emotionsregulationsstrategien,1,40.0,2,F07R06_2024-11-05_09h58.35.404.csv,F07R06_ER.csv,"keine Auffälligkeiten",2
F08D12,,F08D12,KC,1,2,"2024-11-07 08:58:31",23,2,3,Studentin,0,2,"2024-11-07 09:01:12",4,3,4,3,2,2,2,2,1,4,2,3,3,4,3,3,3,3,4,4,2,"2024-11-07 09:02:55",3,3,2,2,2,2,2,3,2,1,2,"2024-11-07 09:04:42",5,2,5,2,6,1,5,6,3,5,2,"2024-11-07 09:10:00",4,5,4,3,2,3,5,3,4,4,2,2,2,4,3,3,1,2,4,4,3,2,4,2,3,1,4,3,3,2,4,4,4,4,4,3,1,2,3,3,4,4,4,3,2,3,2,3,2,2,4,4,3,4,2,5,3,2,3,3,2,"2024-11-07 09:12:41"," -1"," +2",0," -2"," +2"," -1",0,0," -2"," +1"," +2",0," -2"," -2"," +1"," +1",2,"2024-11-07 09:13:30",3,2,3,2,4,2,"2024-11-07 09:16:43",2,1,2,2,3,4,2,2,1,3,1,2,2,2,2,3,2,3,2,1,1,2,3,3,1,4,2,1,2,2,2,"2024-11-07 09:18:06",3,4,4,1,4,3,4,4,2,4,3,4,4,2,"2024-11-07 09:19:17",2,2,3,3,3,3,3,2,3,2,2,"2024-11-07 09:20:14",1,1,1,1,0,1,2,0,0,2,"2024-11-07 10:17:57",1,"Ich hatte das Gefühl am Anfang wurden negativ assoziierte Begriffe rot dargestellt, positiv assoziierte grün und neutral blau. Im Verlauf wurde das aber gemixt.",1,"Im Vorhinein dachte ich die Strategie Unterdrücken würde bei mir am wenigsten funktionieren. Da ich das Gefühl hatte die Emotionen kommen so nicht so hoch, fand ich es später dann allerdings doch als sehr effektiv.",1,,"Siehe Frage 1",0,,0,,,,2,F08D12_2024-11-07_08h39.16.722.csv,F08D12_ER.csv,keine,2
F15I06,,F15I06,MS,1,2,"2024-11-11 16:58:12",27,1,3,Student,0,2,"2024-11-11 17:00:27",5,2,4,5,1,4,2,1,1,4,5,1,4,2,4,3,4,3,2,1,2,"2024-11-11 17:02:27",2,3,3,3,3,2,3,2,3,4,2,"2024-11-11 17:04:31",5,3,6,1,2,3,5,3,5,7,2,"2024-11-11 17:09:46",4,4,3,3,5,4,5,3,3,3,4,2,4,1,5,4,2,5,3,2,4,1,3,5,3,2,2,4,5,1,4,4,3,3,2,2,2,3,1,5,4,2,5,5,1,4,1,2,3,4,2,5,3,1,2,2,4,2,1,4,2,"2024-11-11 17:12:25"," +3"," +1",0," -1"," -2",0,0," -1"," +2"," -2"," -2"," -3"," -1"," -2"," -1"," -2",2,"2024-11-11 17:12:59",4,2,5,4,3,2,"2024-11-11 17:15:30",3,2,3,3,2,2,3,4,3,3,2,3,1,2,3,1,1,1,2,2,1,2,2,1,1,2,2,2,1,3,2,"2024-11-11 17:16:45",3,5,4,3,4,2,4,3,4,2,5,5,5,2,"2024-11-11 17:18:09",3,3,3,4,3,2,3,3,1,4,2,"2024-11-11 17:19:11",1,0,1,1,0,0,1,0,0,2,"2024-11-11 18:04:42",0,,0,,1,,"Diese Strategie hat im Vergleich zu den anderen beiden sehr viel besser funktioniert ",0,,0,,,,2,F15I06_2024-11-11_16h31.52.884.csv,F15I06_ER.csv,,2
F16R03,,F16R03,KC,1,2,"2024-11-08 10:05:47",23,2,3,Studentin,0,2,"2024-11-08 10:07:32",5,2,4,4,2,3,1,1,1,3,3,2,5,1,5,2,3,4,2,2,2,"2024-11-08 10:09:24",2,3,3,2,2,2,2,3,3,2,2,"2024-11-08 10:10:37",6,1,5,1,5,1,6,5,2,5,2,"2024-11-08 10:14:24",4,5,1,2,2,3,5,1,2,5,2,2,4,2,3,5,1,5,3,5,2,1,2,4,3,1,2,1,2,2,4,3,5,4,5,3,1,4,1,3,4,3,5,4,2,3,1,1,2,2,3,5,4,1,3,4,4,1,2,3,2,"2024-11-08 10:16:23"," +2"," +1",0,0," +2"," -1"," -1",0," -1"," +1",0," -1"," -1"," -1"," -1"," -2",2,"2024-11-08 10:16:46",4,4,5,5,4,2,"2024-11-08 10:19:07",4,1,2,3,1,1,4,3,3,3,1,3,3,1,2,1,1,2,2,2,2,2,1,1,1,3,2,1,2,3,2,"2024-11-08 10:20:09",3,2,4,1,3,4,1,4,4,2,4,2,2,2,"2024-11-08 10:21:09",4,3,3,3,2,3,3,3,1,3,2,"2024-11-08 10:21:38",0,1,0,0,0,0,0,0,0,2,"2024-11-08 11:09:34",0,,0,,1,,"Weil die Strategie sich am effektivsten für mich angefühlt hat.",0,,1,"Ich kannte einige der Fotos und die Strategien aus anderen Studien zur Emotionsregulation.",2,42.0,2,F16R03_2024-11-08_09h40.30.128.csv,F16R03_ER.csv,keine,2
F25D07,,F25D07,MS,,2,,24,1,3,Student,0,2,"2024-10-18 11:47:09",4,2,4,5,3,3,1,1,1,3,2,2,4,2,2,4,4,5,4,2,2,"2024-10-18 11:47:45",2,2,3,2,3,3,3,2,2,2,2,"2024-10-18 11:49:45",2,4,5,2,7,5,7,5,2,6,2,"2024-10-18 11:52:39",5,5,4,5,4,3,5,5,4,5,2,2,4,2,5,5,1,5,2,3,4,1,2,2,2,1,5,3,4,1,4,5,3,5,3,2,3,5,4,5,5,3,5,5,2,3,2,2,2,4,2,5,4,4,2,5,5,2,1,5,2,"2024-10-18 11:53:44"," +3",0,0," -1"," +1"," -2"," -2"," -2"," -3"," -3"," -2"," -3",0," -1"," -1"," -1",2,"2024-10-18 11:54:02",2,1,2,0,4,2,"2024-10-18 11:55:48",4,1,3,1,1,3,4,4,2,4,1,4,1,1,4,2,3,2,1,3,1,1,1,3,2,3,1,3,2,4,2,"2024-10-18 11:56:18",2,4,2,4,4,3,5,3,2,4,4,4,1,2,"2024-10-18 11:56:36",2,3,2,4,3,3,3,2,3,2,2,"2024-10-18 11:57:04",0,0,2,3,2,2,2,0,0,2,"2024-10-18 12:08:13",0,,0,,1,,"Viel mir am leichtesten",0,,1,"Andere psychologische studien",2,70.0,2,F25D07_2024-10-18_11h31.17.971.csv,F25D07_ER.csv,"anfangs war kein Zugriff auf RedCap möglich -> Fragebögen zuerst per Hand ausgefüllt, wurden nachträglich in RedCap übertragen",2
F28M07,,F28M07,KC,,2,"2024-10-24 13:33:52",22,2,3,Student,0,2,"2024-10-24 13:39:43",4,3,3,4,4,3,4,1,2,5,3,3,3,2,3,3,2,4,5,2,2,"2024-10-24 13:41:47",3,3,3,2,2,2,2,3,3,2,2,"2024-10-24 13:44:02",4,2,6,2,3,2,3,3,3,5,2,"2024-10-24 13:48:41",4,3,2,2,3,3,4,3,4,3,4,4,2,4,2,3,2,5,4,4,2,1,4,3,2,3,3,2,2,2,3,3,5,4,4,3,2,3,2,2,3,3,4,2,4,4,1,2,3,2,3,4,4,2,4,3,3,3,4,3,2,"2024-10-24 13:50:45",0," -2",0," -2"," +2"," +2"," -1"," -2"," +1",0," -1"," -2"," -3"," -3"," -2",0,2,"2024-10-24 13:51:47",2,2,3,1,4,2,"2024-10-24 13:54:38",3,1,2,2,2,2,3,3,2,2,1,2,1,2,2,2,3,2,3,2,2,3,2,2,4,3,2,2,1,3,2,"2024-10-24 13:56:15",3,4,4,3,4,4,5,3,4,3,3,4,3,2,"2024-10-24 13:57:34",3,3,3,3,3,2,4,2,2,3,2,"2024-10-24 13:58:35",1,0,1,1,0,2,0,0,1,2,"2024-10-24 14:54:14",0,,0,,0,"Ich versucht habe die Strategie Unterdrückungˋˋ anzuwenden, es aber teilweise nicht gelungen ist und ich mich dann automatisch eher abgelenkt habe. Auch wenn ich im Anschluss erneut versucht habe die Strategie Unterdrückung anzuwenden. Bei Bildern mit Blut habe ich oft weggeschaut auch wenn ich versucht habe die Strategie anzuwenden.","Die hat am besten funktioniert und mich vom Inhalt ferngehalten, so dass mich die Bilder weniger tangiert haben.",0,,0,,,,2,F28M07_2024-10-24_13h49.35.114.csv,F28M07_ER.csv,"Unterbrechung zu Beginn des Experimentteils (EST) aufgrund von technischer Probleme - sollte keinen Einfluss haben",2
G10T01,,G10T01,KC,1,2,"2024-11-18 08:41:24",24,2,3,Studentin,0,2,"2024-11-18 08:44:31",3,3,4,4,3,2,1,3,1,4,4,4,4,3,4,4,2,3,3,4,2,"2024-11-18 08:46:30",2,4,4,2,3,2,3,3,2,2,2,"2024-11-18 08:48:34",1,2,5,1,3,2,5,3,2,5,2,"2024-11-18 08:53:06",4,5,4,2,2,2,5,5,2,5,1,3,1,4,3,2,1,2,4,5,3,2,5,3,1,2,5,3,2,1,2,4,2,5,5,3,2,3,4,4,3,4,5,2,1,4,1,4,2,1,2,3,1,3,1,4,4,4,3,3,2,"2024-11-18 08:55:33",0," -1"," -2"," -2"," +2"," +3"," -2",0," -2"," -2"," -2"," -2"," -2"," -3"," +1"," +1",2,"2024-11-18 08:56:03",2,1,1,4,2,2,"2024-11-18 08:59:17",2,3,2,1,3,3,3,2,2,1,1,1,2,2,2,2,2,1,2,2,3,3,1,3,2,4,4,2,2,2,2,"2024-11-18 09:00:20",1,4,1,3,4,1,3,1,1,4,3,4,5,2,"2024-11-18 09:01:42",2,2,1,4,3,1,4,2,3,2,2,"2024-11-18 09:02:54",1,2,0,1,0,1,2,0,0,2,"2024-11-18 09:53:25",0,,0,,1,,"Durch die Strategie konnte ich am besten meine Emotionen regulieren.",0,,0,,,,2,G10T01_2024-11-18_08h24.25.423.csv,G10T01_ER.csv,keine,2
G13N11,,G13N11,MH,1,2,"2025-03-19 09:15:34",21,2,3,Studentin,0,2,"2025-03-19 09:17:22",3,2,3,3,2,3,2,2,1,1,2,1,3,1,3,2,3,3,2,2,2,"2025-03-19 09:19:17",2,3,3,2,2,2,2,2,2,1,2,"2025-03-19 09:20:38",3,6,3,4,4,4,6,5,6,6,2,"2025-03-19 09:24:19",3,4,2,3,2,3,5,3,4,5,2,3,3,3,5,4,2,4,3,5,4,3,3,4,1,3,3,2,3,2,3,4,5,3,4,3,2,4,2,5,3,4,4,3,1,3,3,2,3,3,2,4,3,2,1,3,2,2,2,5,2,"2025-03-19 09:26:01"," +2"," +1"," +2"," +2"," +2"," -1"," -1"," -1"," -2",0," -1"," -1"," -1"," +1"," -2"," -1",2,"2025-03-19 09:26:30",3,3,2,3,4,2,"2025-03-19 09:28:14",3,1,2,2,1,1,4,4,3,3,2,4,4,1,4,2,1,2,1,3,2,2,2,2,1,1,1,2,3,4,2,"2025-03-19 09:29:04",4,3,4,2,2,4,3,3,3,3,3,2,2,2,"2025-03-19 09:30:03",3,3,3,3,2,3,3,2,2,3,2,"2025-03-19 09:30:56",1,1,0,1,1,1,1,1,0,2,"2025-03-19 10:21:16",1,"Es gab bestimmte Kategorien.",0,,1,,"Weil ich bei der Distanzierung nicht die Verarbeitung meiner Gefühle durch Unterdrückung blockiere. Fühlen ist ganz wichtig für mich auch wenn negativ. Ablenken hilft um nichts zu fühlen reduziert aber meine Empathie auf langer Sicht. Ich möchte fühlen und dann die Gefühle schön ordnen und regulieren. ",0,,0,,,,2,G13N11_2025-03-19_09h32.36.665.csv,G13N11_ER.csv," -",2
G17A02,,G17A02,MH,1,2,"2025-02-18 17:10:15",23,2,3,Studentin,0,2,"2025-02-18 17:12:27",3,4,4,4,3,4,2,2,1,3,3,3,4,1,3,4,3,3,4,4,2,"2025-02-18 17:14:28",2,3,3,2,2,2,2,3,2,2,2,"2025-02-18 17:16:09",6,2,5,1,4,2,5,4,2,5,2,"2025-02-18 17:20:43",4,5,4,3,1,4,5,4,3,4,2,3,3,4,4,4,1,2,3,5,2,2,4,4,1,2,4,3,2,2,3,4,2,5,5,2,3,2,3,4,3,1,4,2,1,4,1,5,1,1,3,4,3,3,2,4,4,4,4,4,2,"2025-02-18 17:22:38",0," -1"," -2",0," +1"," +2",0," -1",0," +1"," -3",0,0," -2"," +1"," +1",2,"2025-02-18 17:23:06",4,2,3,1,2,2,"2025-02-18 17:25:38",3,2,2,1,2,4,3,3,1,3,1,3,2,2,2,1,2,2,3,2,2,3,1,3,3,4,3,2,3,2,2,"2025-02-18 17:26:39",3,4,4,2,4,2,4,1,5,5,5,3,2,2,"2025-02-18 17:27:44",3,2,3,3,3,2,3,2,3,3,2,"2025-02-18 17:28:38",0,1,1,2,0,0,1,1,0,2,"2025-02-18 18:17:23",1,"Neutrale und negative Wörter",0,,1,,"Mir fällt es am einfachsten an etwas anderes neutrales zu denken. Die anderen Strategien waren für mich weniger wirksam oder kognitiv Anstrengender ",0,,0,,,,2,G17A02_2025-02-18_17h30.01.179.csv,G17A02_ER.csv," -",2
G19R11,,G19R11,MH,1,2,"2025-03-18 10:56:26",25,1,3,Student,0,2,"2025-03-18 10:59:12",2,3,4,2,3,2,3,1,3,3,3,3,4,4,3,4,3,3,4,3,2,"2025-03-18 11:00:20",3,2,3,3,3,3,2,2,3,3,2,"2025-03-18 11:02:01",2,5,4,6,3,6,3,6,3,4,2,"2025-03-18 11:06:59",3,4,5,3,2,3,4,4,2,5,3,4,2,2,3,3,4,2,4,4,3,2,5,2,2,3,4,4,2,4,2,4,2,4,4,3,4,2,4,4,4,4,3,4,1,5,2,5,3,2,4,4,2,4,2,2,5,3,2,3,2,"2025-03-18 11:08:28"," +1"," +1"," +2"," -1"," +2"," -2"," -1",0," -1"," -3"," -1"," -2"," -1",0," -2"," -1",2,"2025-03-18 11:09:05",2,1,2,2,1,2,"2025-03-18 11:11:30",2,3,3,2,3,3,3,3,2,2,1,3,2,2,2,2,3,1,2,2,1,2,4,3,3,3,1,1,2,2,2,"2025-03-18 11:12:27",3,4,2,4,3,2,4,4,4,4,2,3,3,2,"2025-03-18 11:13:36",2,3,3,3,3,2,3,2,3,2,2,"2025-03-18 11:14:19",1,2,0,2,2,2,0,0,1,2,"2025-03-18 12:00:50",1,"Assoziation von Gefühlslage mit Farbe vorübergehend, Farben haben dabei ihre Rollen hier und da getauscht",0,,1,,"Ähnliche Methoden unterbewusst schon verwendet",1,"Am Anfang waren Bilder harmlos, dann wurden sie immer schrecklicher und grausamer vom Inhalt",0,,,,2,G19R11_2025-03-18_11h16.16.965.csv,G19R11_ER.csv," -",2
G23R03,,G23R03,LL,1,2,"2024-11-27 09:42:37",19,2,3,"Studium in Vollzeit",0,2,"2024-11-27 09:44:43",5,2,4,4,1,4,1,1,1,2,5,2,4,1,3,2,4,4,2,2,2,"2024-11-27 09:46:59",2,4,4,2,2,2,2,4,3,1,2,"2024-11-27 09:48:57",6,5,6,1,5,4,6,5,5,6,2,"2024-11-27 09:54:03",4,5,3,4,1,4,4,2,4,5,2,4,4,3,3,4,1,4,2,5,3,1,3,4,2,4,3,2,4,1,3,4,4,4,5,3,1,4,2,3,4,2,4,4,1,4,1,1,2,2,3,4,5,2,2,4,3,1,2,4,2,"2024-11-27 09:56:27"," +2"," +1",0," -2"," +2"," +1"," +1"," -1"," -1"," -1"," -1"," -1"," -2"," -1",0," -1",2,"2024-11-27 09:57:09",4,2,3,3,5,2,"2024-11-27 09:59:53",3,1,2,2,1,3,4,3,4,4,2,3,3,2,2,2,2,2,2,3,1,2,2,2,1,3,2,2,2,3,2,"2024-11-27 10:00:53",4,3,4,2,2,4,3,4,3,2,4,2,3,2,"2024-11-27 10:02:06",4,3,3,4,2,3,2,3,2,3,2,"2024-11-27 10:03:02",0,1,1,1,0,0,1,0,0,2,"2024-11-27 10:59:23",1,"Viele Wörter mit negativer Konnotation",0,,1,,"Distanzierung erschien mir die effektivste Strategie für mich zu sein um negative Gefühle zu verringern.",0,,0,,,,2,G23R03_2024-11-27_09h36.30.373.csv,G23R03_ER.csv,"keine Vorkommnisse",2
G29R01,,G29R01,MH,1,2,"2025-03-06 14:22:24",20,1,3,"Student ",0,2,"2025-03-06 14:24:24",5,2,4,4,3,5,2,1,2,4,4,4,5,2,3,2,3,3,2,1,2,"2025-03-06 14:26:29",2,1,3,3,1,1,2,1,1,2,2,"2025-03-06 14:28:20",6,5,5,1,1,2,5,6,6,6,2,"2025-03-06 14:33:10",5,5,4,4,2,5,5,2,4,5,2,2,2,2,4,2,3,2,2,4,5,2,2,4,1,1,2,2,2,2,1,4,4,1,5,1,4,4,1,5,4,2,4,3,2,5,2,2,4,1,1,4,5,1,1,4,4,4,2,5,2,"2025-03-06 14:35:38"," +2"," +2"," +2"," +1"," +2"," -2"," -2"," -1"," -3"," -3"," -3"," -3"," +2"," -2"," -3"," -3",2,"2025-03-06 14:36:11",3,4,4,3,3,2,"2025-03-06 14:38:46",3,2,4,2,2,2,3,3,3,3,1,3,2,2,3,1,2,1,2,2,1,2,1,3,2,2,1,1,2,3,2,"2025-03-06 14:39:57",3,4,4,2,4,4,4,3,4,2,5,4,4,2,"2025-03-06 14:41:17",3,3,3,4,2,4,2,3,1,3,2,"2025-03-06 14:42:12",1,0,2,1,0,0,1,0,0,2,"2025-03-06 15:34:05",0,,0,,1,,"Distanzieren hat für mich am besten funktioniert und war am wenigsten anstrengend.",0,,0,,,,2,G29R01_2025-03-06_14h43.39.202.csv,G29R01_ER.csv," -",2
H01N04,,H01N04,LL,1,2,"2024-11-14 08:38:00",23,2,3,"Studentin Bachelor Psychologie",0,2,"2024-11-14 08:39:40",4,2,5,4,1,3,1,1,1,4,2,1,5,1,3,2,5,3,2,2,2,"2024-11-14 08:41:02",1,3,3,2,1,1,1,4,4,1,2,"2024-11-14 08:42:53",5,4,7,1,5,2,7,6,3,7,2,"2024-11-14 08:47:21",3,4,2,4,1,3,5,1,5,5,1,2,3,2,3,3,1,4,3,5,2,1,1,3,1,2,3,1,4,2,2,4,4,3,4,3,1,4,2,4,3,3,5,4,1,3,1,2,3,1,3,5,5,2,2,4,3,2,1,3,2,"2024-11-14 08:49:47"," +1"," -1",0,0," +1"," -2"," -1"," -1"," -3"," -1"," -1"," -1"," +2",0," -3"," -1",2,"2024-11-14 08:50:36",4,3,4,1,5,2,"2024-11-14 08:53:03",4,1,3,2,1,2,3,2,3,3,1,3,2,1,2,2,1,1,2,3,2,2,2,2,1,2,2,2,4,2,2,"2024-11-14 08:54:07",4,2,5,1,3,4,2,5,5,2,5,2,2,2,"2024-11-14 08:55:05",4,3,3,3,2,4,1,3,1,4,2,"2024-11-14 08:55:57",0,1,1,1,0,0,0,0,0,2,"2024-11-14 09:47:49",0,,0,,1,,"Die Strategie des Ablenkens war für mich am einfachsten umzusetzen, hat deutlich geholfen und sich nicht innerlich falsch angefühlt, wie bspw. das Unterdrücken oder auch die Distanzierung.",0,,0,,,,2,H01N04_2024-11-14_08h48.41.813.csv,H01N04_ER.csv,"keine Vorkommnisse",2
H02M11,,H02M11,KC,1,2,"2024-11-08 08:15:54",22,1,3,Student,0,2,"2024-11-08 08:17:59",4,3,5,3,2,2,1,2,1,4,2,2,4,2,3,4,2,4,4,2,2,"2024-11-08 08:19:45",2,3,3,3,2,3,2,4,3,1,2,"2024-11-08 08:21:24",6,5,5,2,4,6,7,5,7,5,2,"2024-11-08 08:26:21",3,4,5,3,4,1,5,4,4,4,5,1,3,2,4,5,2,1,3,4,1,1,5,3,1,2,5,3,4,1,3,4,2,2,3,3,1,4,4,5,3,2,5,5,2,3,3,4,3,2,5,4,2,4,1,3,5,2,1,3,2,"2024-11-08 08:29:04"," +1"," +2"," +1"," -3"," +3",0," -3"," -2"," -3"," -1"," -3"," -2",0," +1"," -2"," -2",2,"2024-11-08 08:29:43",2,4,2,0,2,2,"2024-11-08 08:32:42",1,1,2,1,2,4,3,4,3,4,1,4,2,1,4,2,1,2,1,3,1,2,1,2,1,4,2,1,2,3,2,"2024-11-08 08:33:51",4,4,4,1,2,3,5,2,2,2,3,3,1,2,"2024-11-08 08:35:05",3,3,2,4,2,2,3,3,2,3,2,"2024-11-08 08:36:10",2,2,3,2,0,1,0,0,1,2,"2024-11-08 09:28:04",1,"Relativ viele negativ konnotierte Begriffe ",0,,1,,"Weil sie vorher am besten funktioniert hat ",0,,0,,,,2,H02M11_2024-11-08_07h57.13.993.csv,H02M11_ER.csv,keine,2
